,level_0,index,price,year,manufacturer,model,condition,cylinders,odometer,transmission,type,state,age,Condition,Cylinders,Manufacturer,Transmission,Model,Type,bin
4517,4517,264701,7000,2010.0,ford,escape,excellent,8 cylinders,167314.0,automatic,SUV,md,10.0,3,8,13,0,374,6,160000-170000
4518,4518,264702,36900,2018.0,honda,ridgeline rtl-e pickup 4d,good,6 cylinders,11571.0,other,pickup,md,2.0,2,6,14,1,938,3,10000-20000
4519,4519,264703,8995,2004.0,nissan,titan,excellent,8 cylinders,110301.0,automatic,pickup,md,16.0,3,8,5,0,146,3,110000-120000
4520,4520,264723,7500,2006.0,ford,f150 super cab 4x4,excellent,8 cylinders,114000.0,automatic,truck,md,14.0,3,8,13,0,1579,5,110000-120000
4521,4521,264724,8500,2010.0,ford,mustang premium,excellent,6 cylinders,108000.0,automatic,convertible,md,10.0,3,6,13,0,1580,10,100000-110000
4522,4522,264736,8995,2013.0,hyundai,elantra limited sedan 4d,like new,4 cylinders,104167.0,automatic,sedan,md,7.0,4,4,4,0,1581,0,100000-110000
4523,4523,264740,12995,2004.0,chevrolet,silverado 2500,excellent,8 cylinders,118927.0,automatic,pickup,md,16.0,3,8,9,0,496,3,110000-120000
4524,4524,264745,2950,2005.0,honda,civic,good,4 cylinders,171000.0,manual,sedan,md,15.0,2,4,14,2,24,0,170000-180000
4525,4525,264748,13995,2011.0,ram,1500,excellent,8 cylinders,77493.0,automatic,pickup,md,9.0,3,8,6,0,41,3,70000-80000
4526,4526,264751,11995,2011.0,toyota,sienna,excellent,4 cylinders,96887.0,automatic,mini-van,md,9.0,3,4,1,0,368,9,90000-100000
4527,4527,264760,28600,2014.0,jaguar,xk touring coupe 2d,good,8 cylinders,50241.0,automatic,coupe,md,6.0,2,8,30,0,888,8,50000-60000
4528,4528,264762,23200,2012.0,gmc,sierra 1500 crew cab slt,good,8 cylinders,73013.0,other,pickup,md,8.0,2,8,22,1,956,3,70000-80000
4529,4529,264763,23800,2016.0,infiniti,q50 3.0t premium sedan,good,6 cylinders,17840.0,automatic,sedan,md,4.0,2,6,7,0,1582,0,10000-20000
4530,4530,264769,6500,2004.0,ram,1500,good,8 cylinders,180000.0,automatic,truck,md,16.0,2,8,6,0,41,5,180000-190000
4531,4531,264775,26600,2015.0,chevrolet,camaro ss coupe 2d,good,8 cylinders,11350.0,automatic,coupe,md,5.0,2,8,9,0,826,8,10000-20000
4532,4532,264776,33500,2019.0,toyota,tacoma double cab trd,good,6 cylinders,4449.0,other,pickup,md,1.0,2,6,1,1,951,3,0-10000
4533,4533,264798,7995,2009.0,hyundai,santa fe,like new,4 cylinders,102268.0,automatic,SUV,md,11.0,4,4,4,0,266,6,100000-110000
4534,4534,264827,28500,2014.0,chevrolet,1500 silverado,excellent,8 cylinders,73500.0,automatic,truck,md,6.0,3,8,9,0,1583,5,70000-80000
4535,4535,264829,4800,2006.0,subaru,legacy 2.5i limited,good,4 cylinders,133112.0,automatic,sedan,md,14.0,2,4,0,0,542,0,130000-140000
4536,4536,264847,7000,2012.0,chevrolet,malibu lt sedan,excellent,4 cylinders,76200.0,automatic,sedan,md,8.0,3,4,9,0,1584,0,70000-80000
4537,4537,264857,26500,2013.0,ford,f150 supercrew cab xl,good,6 cylinders,60866.0,other,pickup,md,7.0,2,6,13,1,151,3,60000-70000
4538,4538,264860,7500,2005.0,chevrolet,silverado 2500 hd,excellent,8 cylinders,199000.0,automatic,truck,md,15.0,3,8,9,0,949,5,190000-200000
4539,4539,264862,42988,2015.0,ford,f-250 sd,good,8 cylinders,62877.0,automatic,truck,md,5.0,2,8,13,0,200,5,60000-70000
4540,4540,264863,12888,2017.0,hyundai,elantra,good,4 cylinders,31424.0,automatic,sedan,md,3.0,2,4,4,0,329,0,30000-40000
4541,4541,264864,23244,2013.0,jeep,wrangler,good,6 cylinders,88651.0,manual,SUV,md,7.0,2,6,10,2,407,6,80000-90000
4542,4542,264866,14448,2016.0,kia,optima,good,4 cylinders,26879.0,automatic,sedan,md,4.0,2,4,27,0,385,0,20000-30000
4543,4543,264868,24000,2009.0,ford,f250 super duty lariat,like new,8 cylinders,100750.0,automatic,truck,md,11.0,4,8,13,0,272,5,100000-110000
4544,4544,264871,8995,2010.0,honda,cr-v,like new,4 cylinders,130249.0,automatic,SUV,md,10.0,4,4,14,0,71,6,130000-140000
4545,4545,264875,25500,2014.0,ford,mustang gt convertible 2d,good,8 cylinders,16349.0,automatic,other,md,6.0,2,8,13,0,1585,4,10000-20000
4546,4546,264876,30100,2013.0,chevrolet,avalanche black,good,8 cylinders,45715.0,other,pickup,md,7.0,2,8,9,1,1047,3,40000-50000
4547,4547,264878,25000,2017.0,chevrolet,camaro,excellent,6 cylinders,50000.0,automatic,convertible,md,3.0,3,6,9,0,417,10,50000-60000
4548,4548,264883,30700,2016.0,toyota,tacoma double cab limited,good,6 cylinders,34719.0,other,pickup,md,4.0,2,6,1,1,57,3,30000-40000
4549,4549,264886,4000,2013.0,chevrolet,impala ltz,good,6 cylinders,170000.0,automatic,sedan,md,7.0,2,6,9,0,244,0,170000-180000
4550,4550,264896,11500,2010.0,jeep,liberty sport utility 4d,good,6 cylinders,89940.0,other,other,md,10.0,2,6,10,1,1524,4,80000-90000
4551,4551,264899,26600,2015.0,chevrolet,camaro ss coupe 2d,good,8 cylinders,11350.0,automatic,coupe,md,5.0,2,8,9,0,826,8,10000-20000
4552,4552,264901,28000,2016.0,ford,f150 super cab xlt pickup,good,8 cylinders,26230.0,other,pickup,md,4.0,2,8,13,1,786,3,20000-30000
4553,4553,264912,31900,2016.0,ram,1500 crew cab sport pickup,good,8 cylinders,37427.0,other,pickup,md,4.0,2,8,6,1,62,3,30000-40000
4554,4554,264915,25500,2014.0,dodge,challenger r/t coupe 2d,good,8 cylinders,10739.0,other,coupe,md,6.0,2,8,11,1,840,8,10000-20000
4555,4555,264918,26100,2017.0,lexus,es 350 sedan 4d,good,6 cylinders,43348.0,automatic,sedan,md,3.0,2,6,16,0,1165,0,40000-50000
4556,4556,264921,2100,2003.0,honda,civic lx,good,4 cylinders,188000.0,automatic,sedan,md,17.0,2,4,14,0,88,0,180000-190000
4557,4557,264932,37100,2016.0,ford,f250 super duty crew cab,good,8 cylinders,9808.0,automatic,pickup,md,4.0,2,8,13,0,1079,3,0-10000
4558,4558,264933,19200,2012.0,acura,mdx sport utility 4d,good,6 cylinders,70548.0,automatic,other,md,8.0,2,6,17,0,908,4,70000-80000
4559,4559,264935,26400,2010.0,mercedes-benz,c-class c 63 amg,good,8 cylinders,70908.0,automatic,sedan,md,10.0,2,8,15,0,1586,0,70000-80000
4560,4560,264952,30800,2017.0,honda,ridgeline black edition,good,6 cylinders,39993.0,other,pickup,md,3.0,2,6,14,1,1126,3,30000-40000
4561,4561,264984,33500,2019.0,toyota,tacoma double cab trd,good,6 cylinders,4449.0,other,pickup,md,1.0,2,6,1,1,951,3,0-10000
4562,4562,264990,24200,2014.0,nissan,370z touring coupe 2d,good,6 cylinders,17050.0,other,coupe,md,6.0,2,6,5,1,873,8,10000-20000
4563,4563,264991,19950,2017.0,ford,taurus sel,like new,6 cylinders,25058.0,automatic,sedan,md,3.0,4,6,13,0,517,0,20000-30000
4564,4564,264992,23950,2017.0,chevrolet,cargo ext. van,like new,8 cylinders,1433.0,automatic,truck,md,3.0,4,8,9,0,1587,5,0-10000
4565,4565,264994,8500,2002.0,toyota,tundra,excellent,8 cylinders,152989.0,automatic,pickup,md,18.0,3,8,1,0,20,3,150000-160000
4566,4566,265003,22600,2015.0,ram,1500 crew cab express pickup,good,8 cylinders,77796.0,other,pickup,md,5.0,2,8,6,1,903,3,70000-80000
4567,4567,265009,22000,2001.0,ford,f350 dually 7.3 powerstroke,excellent,8 cylinders,150500.0,automatic,truck,md,19.0,3,8,13,0,1588,5,150000-160000
4568,4568,265012,25100,2016.0,lexus,es 350 sedan 4d,good,6 cylinders,28856.0,automatic,sedan,md,4.0,2,6,16,0,1165,0,20000-30000
4569,4569,265013,7995,2007.0,mercury,grand marquis,excellent,8 cylinders,65872.0,automatic,sedan,md,13.0,3,8,29,0,594,0,60000-70000
4570,4570,265014,9995,2008.0,ford,edge,excellent,6 cylinders,87033.0,automatic,sedan,md,12.0,3,6,13,0,387,0,80000-90000
4571,4571,265015,13500,2012.0,toyota,rav4,excellent,4 cylinders,118362.0,automatic,SUV,md,8.0,3,4,1,0,113,6,110000-120000
4572,4572,265016,19995,2011.0,chevrolet,silverado 1500,excellent,8 cylinders,91380.0,automatic,pickup,md,9.0,3,8,9,0,92,3,90000-100000
4573,4573,265024,34000,2015.0,ford,f150 supercrew cab xlt,good,8 cylinders,34042.0,other,pickup,md,5.0,2,8,13,1,19,3,30000-40000
4574,4574,265025,23200,2017.0,honda,accord ex-l coupe 2d,good,6 cylinders,7603.0,automatic,coupe,md,3.0,2,6,14,0,1060,8,0-10000
4575,4575,265072,29600,2013.0,bmw,7 series 750i xdrive sedan,good,8 cylinders,39397.0,automatic,sedan,md,7.0,2,8,21,0,1589,0,30000-40000
4576,4576,265073,24900,2014.0,ford,mustang gt coupe 2d,good,8 cylinders,19073.0,other,coupe,md,6.0,2,8,13,1,881,8,10000-20000
4577,4577,265074,35400,2016.0,ford,f150 supercrew cab xl,good,8 cylinders,32939.0,automatic,pickup,md,4.0,2,8,13,0,151,3,30000-40000
4578,4578,265077,13500,2006.0,ford,mustang gt premium,good,8 cylinders,58000.0,manual,coupe,md,14.0,2,8,13,2,254,8,50000-60000
4579,4579,265080,15900,2014.0,cadillac,ats 2.0l turbo luxury,excellent,4 cylinders,29350.0,automatic,sedan,md,6.0,3,4,20,0,1590,0,20000-30000
4580,4580,265081,7500,2008.0,ram,1500,good,8 cylinders,134000.0,automatic,truck,md,12.0,2,8,6,0,41,5,130000-140000
4581,4581,265084,3000,2003.0,chevrolet,s10 ls,good,6 cylinders,149700.0,automatic,truck,md,17.0,2,6,9,0,1591,5,140000-150000
4582,4582,265089,11800,2005.0,gmc,sierra 1500,like new,8 cylinders,69263.0,automatic,truck,md,15.0,4,8,22,0,175,5,60000-70000
4583,4583,265095,26300,2016.0,nissan,frontier crew cab pro-4x,good,6 cylinders,31148.0,other,pickup,md,4.0,2,6,5,1,871,3,30000-40000
4584,4584,265108,28300,2016.0,chevrolet,colorado extended cab,good,6 cylinders,24224.0,other,pickup,md,4.0,2,6,9,1,704,3,20000-30000
4585,4585,265109,22700,2016.0,dodge,challenger sxt coupe 2d,good,6 cylinders,20658.0,other,coupe,md,4.0,2,6,11,1,811,8,20000-30000
4586,4586,265132,45400,2018.0,ford,f150 supercrew cab platinum,good,8 cylinders,16302.0,automatic,pickup,md,2.0,2,8,13,0,909,3,10000-20000
4587,4587,265135,19000,2017.0,dodge,challenger sxt coupe 2d,good,6 cylinders,49048.0,other,coupe,md,3.0,2,6,11,1,811,8,40000-50000
4588,4588,265136,19100,2016.0,gmc,acadia sle-1 sport utility,good,6 cylinders,44553.0,other,other,md,4.0,2,6,22,1,1592,4,40000-50000
4589,4589,265149,3800,2002.0,toyota,sienna,like new,6 cylinders,159000.0,automatic,mini-van,md,18.0,4,6,1,0,368,9,150000-160000
4590,4590,265152,9500,2008.0,subaru,outback (natl),excellent,4 cylinders,76030.0,automatic,wagon,md,12.0,3,4,0,0,1593,2,70000-80000
4591,4591,265157,25000,2015.0,dodge,challenger r/t coupe 2d,good,8 cylinders,46457.0,other,coupe,md,5.0,2,8,11,1,840,8,40000-50000
4592,4592,265158,18900,2012.0,ford,f150 supercrew cab xlt,good,8 cylinders,91266.0,other,pickup,md,8.0,2,8,13,1,19,3,90000-100000
4593,4593,265161,20300,2016.0,jeep,cherokee latitude sport,good,6 cylinders,28568.0,other,other,md,4.0,2,6,10,1,1067,4,20000-30000
4594,4594,265169,18800,2016.0,nissan,pathfinder s sport,good,6 cylinders,41035.0,automatic,other,md,4.0,2,6,5,0,906,4,40000-50000
4595,4595,265173,27200,2015.0,ford,f150 supercrew cab xlt,good,6 cylinders,57626.0,other,pickup,md,5.0,2,6,13,1,19,3,50000-60000
4596,4596,265174,21300,2014.0,nissan,370z coupe 2d,good,6 cylinders,13166.0,automatic,coupe,md,6.0,2,6,5,0,1058,8,10000-20000
4597,4597,265176,2800,2008.0,dodge,durango slt,like new,8 cylinders,169000.0,automatic,SUV,md,12.0,4,8,11,0,1594,6,160000-170000
4598,4598,265181,21200,2018.0,toyota,sienna le minivan 4d,good,6 cylinders,41733.0,automatic,mini-van,md,2.0,2,6,1,0,1341,9,40000-50000
4599,4599,265182,26500,2014.0,ford,f150 supercrew cab xlt,good,6 cylinders,41620.0,other,pickup,md,6.0,2,6,13,1,19,3,40000-50000
4600,4600,265183,3600,2006.0,nissan,murano,good,6 cylinders,167000.0,automatic,SUV,md,14.0,2,6,5,0,325,6,160000-170000
4601,4601,265184,23100,2014.0,mercedes-benz,e-class e 350,good,6 cylinders,42900.0,automatic,sedan,md,6.0,2,6,15,0,1295,0,40000-50000
4602,4602,265210,5899,2007.0,honda,cr-v,good,4 cylinders,149000.0,automatic,sedan,md,13.0,2,4,14,0,71,0,140000-150000
4603,4603,265211,5800,2006.0,nissan,murano,like new,6 cylinders,167000.0,automatic,SUV,md,14.0,4,6,5,0,325,6,160000-170000
4604,4604,265216,10250,2010.0,toyota,rav4,excellent,4 cylinders,89990.0,automatic,SUV,md,10.0,3,4,1,0,113,6,80000-90000
4605,4605,265218,27900,2016.0,ford,f150 supercrew cab xl,good,6 cylinders,30661.0,automatic,pickup,md,4.0,2,6,13,0,151,3,30000-40000
4606,4606,265219,18700,2014.0,ford,mustang v6 convertible 2d,good,6 cylinders,30668.0,automatic,other,md,6.0,2,6,13,0,1208,4,30000-40000
4607,4607,265221,20400,2016.0,kia,sorento ex sport utility 4d,good,6 cylinders,36809.0,automatic,other,md,4.0,2,6,27,0,1595,4,30000-40000
4608,4608,265223,8500,2006.0,honda,pilot,excellent,6 cylinders,120659.0,automatic,SUV,md,14.0,3,6,14,0,419,6,120000-130000
4609,4609,265224,19995,2011.0,chevrolet,silverado 1500,excellent,8 cylinders,91380.0,automatic,pickup,md,9.0,3,8,9,0,92,3,90000-100000
4610,4610,265225,19995,2010.0,gmc,sierra 1500,excellent,8 cylinders,76082.0,automatic,pickup,md,10.0,3,8,22,0,175,3,70000-80000
4611,4611,265228,30300,2016.0,ram,1500 crew cab laramie,good,8 cylinders,68226.0,other,pickup,md,4.0,2,8,6,1,116,3,60000-70000
4612,4612,265236,10500,2010.0,honda,cr-v,excellent,4 cylinders,123357.0,automatic,SUV,md,10.0,3,4,14,0,71,6,120000-130000
4613,4613,265237,9500,2003.0,chevrolet,silverado 1500,excellent,8 cylinders,110711.0,automatic,pickup,md,17.0,3,8,9,0,92,3,110000-120000
4614,4614,265244,18900,2017.0,nissan,maxima s sedan 4d,good,6 cylinders,34833.0,automatic,sedan,md,3.0,2,6,5,0,132,0,30000-40000
4615,4615,265245,27700,2012.0,ford,mustang boss 302 coupe 2d,good,8 cylinders,58490.0,other,coupe,md,8.0,2,8,13,1,1596,8,50000-60000
4616,4616,265247,27500,2017.0,ram,1500 quad cab laramie pickup,good,8 cylinders,53559.0,other,pickup,md,3.0,2,8,6,1,60,3,50000-60000
4617,4617,265255,6995,2002.0,gmc,sierra 1500 sle,good,8 cylinders,185000.0,automatic,truck,md,18.0,2,8,22,0,98,5,180000-190000
4618,4618,265256,3700,2010.0,chevrolet,malibu,excellent,4 cylinders,149632.0,automatic,sedan,md,10.0,3,4,9,0,285,0,140000-150000
4619,4619,265259,5900,2007.0,mercedes-benz,benz cls550,excellent,8 cylinders,185000.0,automatic,sedan,md,13.0,3,8,15,0,1597,0,180000-190000
4620,4620,265260,8750,2004.0,chevrolet,silverado 1500 4x4,excellent,6 cylinders,125.0,manual,truck,md,16.0,3,6,9,2,1598,5,0-10000
4621,4621,265261,11995,2014.0,toyota,sienna,excellent,6 cylinders,103357.0,automatic,mini-van,md,6.0,3,6,1,0,368,9,100000-110000
4622,4622,265262,4495,2004.0,bmw,325,excellent,6 cylinders,106999.0,automatic,coupe,md,16.0,3,6,21,0,418,8,100000-110000
4623,4623,265263,4999,2003.0,bmw,530,excellent,6 cylinders,119177.0,automatic,sedan,md,17.0,3,6,21,0,369,0,110000-120000
4624,4624,265264,6495,2009.0,bmw,328,excellent,6 cylinders,102431.0,automatic,sedan,md,11.0,3,6,21,0,371,0,100000-110000
4625,4625,265265,10995,2012.0,jeep,grand cherokee,excellent,6 cylinders,129600.0,automatic,SUV,md,8.0,3,6,10,0,199,6,120000-130000
4626,4626,265266,7499,2013.0,nissan,altima,excellent,4 cylinders,93176.0,automatic,sedan,md,7.0,3,4,5,0,219,0,90000-100000
4627,4627,265267,11995,2012.0,chevrolet,camaro,excellent,6 cylinders,72471.0,automatic,coupe,md,8.0,3,6,9,0,417,8,70000-80000
4628,4628,265268,8495,2014.0,hyundai,sonata,excellent,4 cylinders,98986.0,automatic,sedan,md,6.0,3,4,4,0,27,0,90000-100000
4629,4629,265269,17995,2015.0,ford,f150,excellent,6 cylinders,98980.0,automatic,pickup,md,5.0,3,6,13,0,400,3,90000-100000
4630,4630,265270,5999,2006.0,bmw,x3,excellent,6 cylinders,124500.0,automatic,SUV,md,14.0,3,6,21,0,373,6,120000-130000
4631,4631,265271,11300,2015.0,fiat,500l,excellent,4 cylinders,25000.0,automatic,hatchback,md,5.0,3,4,26,0,1599,1,20000-30000
4632,4632,265272,15995,2016.0,toyota,camry,excellent,4 cylinders,36015.0,automatic,sedan,md,4.0,3,4,1,0,73,0,30000-40000
4633,4633,265274,2500,2005.0,jeep,liberty,good,6 cylinders,94090.0,automatic,SUV,md,15.0,2,6,10,0,69,6,90000-100000
4634,4634,265277,3800,2004.0,honda,accord ex-l,excellent,6 cylinders,182716.0,automatic,sedan,md,16.0,3,6,14,0,80,0,180000-190000
4635,4635,265281,11900,2007.0,toyota,tacoma 4wd trd sport,excellent,6 cylinders,142103.0,manual,pickup,md,13.0,3,6,1,2,1600,3,140000-150000
4636,4636,265282,11900,2007.0,toyota,tacoma 4wd trd sport,excellent,6 cylinders,142103.0,manual,pickup,md,13.0,3,6,1,2,1600,3,140000-150000
4637,4637,265283,12500,2009.0,infiniti,qx56 awd,excellent,8 cylinders,153984.0,automatic,SUV,md,11.0,3,8,7,0,1601,6,150000-160000
4638,4638,265284,5900,2009.0,toyota,sienna xle fwd,excellent,6 cylinders,145885.0,automatic,mini-van,md,11.0,3,6,1,0,229,9,140000-150000
4639,4639,265285,15900,2006.0,toyota,tacoma 4wd,excellent,6 cylinders,155155.0,manual,pickup,md,14.0,3,6,1,2,1602,3,150000-160000
4640,4640,265286,7900,2009.0,nissan,murano sl awd,excellent,6 cylinders,158609.0,automatic,SUV,md,11.0,3,6,5,0,40,6,150000-160000
4641,4641,265287,21995,2012.0,jeep,wrangler unlimi,excellent,6 cylinders,87450.0,automatic,SUV,md,8.0,3,6,10,0,370,6,80000-90000
4642,4642,265288,7995,2012.0,ford,escape,excellent,4 cylinders,86010.0,automatic,SUV,md,8.0,3,4,13,0,374,6,80000-90000
4643,4643,265289,3500,2007.0,nissan,murano sl awd,excellent,6 cylinders,158609.0,automatic,SUV,md,13.0,3,6,5,0,40,6,150000-160000
4644,4644,265290,8995,2014.0,ford,fusion,excellent,4 cylinders,78800.0,automatic,sedan,md,6.0,3,4,13,0,87,0,70000-80000
4645,4645,265291,6495,2014.0,ford,focus,excellent,4 cylinders,72317.0,automatic,sedan,md,6.0,3,4,13,0,255,0,70000-80000
4646,4646,265292,6695,2014.0,ford,focus,excellent,4 cylinders,67489.0,automatic,hatchback,md,6.0,3,4,13,0,255,1,60000-70000
4647,4647,265293,8995,2015.0,volkswagen,jetta,excellent,4 cylinders,93091.0,automatic,sedan,md,5.0,3,4,3,0,53,0,90000-100000
4648,4648,265294,4900,2012.0,nissan,altima 2.5 sl,excellent,4 cylinders,150152.0,automatic,sedan,md,8.0,3,4,5,0,234,0,150000-160000
4649,4649,265296,4995,2013.0,ford,fiesta,excellent,4 cylinders,100147.0,automatic,sedan,md,7.0,3,4,13,0,376,0,100000-110000
4650,4650,265301,9900,2017.0,ford,fusion se,excellent,4 cylinders,74051.0,automatic,sedan,md,3.0,3,4,13,0,190,0,70000-80000
4651,4651,265306,9000,2015.0,dodge,charger rt,like new,8 cylinders,120000.0,automatic,sedan,md,5.0,4,8,11,0,1162,0,120000-130000
4652,4652,265309,9250,2004.0,ford,f-250,excellent,8 cylinders,159000.0,automatic,truck,md,16.0,3,8,13,0,76,5,150000-160000
4653,4653,265315,13250,2011.0,chevrolet,silverado 1500,good,8 cylinders,116746.0,automatic,truck,md,9.0,2,8,9,0,92,5,110000-120000
4654,4654,265317,5250,2005.0,ford,e-350,good,8 cylinders,177500.0,automatic,van,md,15.0,2,8,13,0,563,7,170000-180000
4655,4655,265319,6695,2008.0,jeep,grand cherokee,excellent,6 cylinders,120835.0,automatic,SUV,md,12.0,3,6,10,0,199,6,120000-130000
4656,4656,265320,5995,2007.0,ford,mustang,excellent,8 cylinders,149415.0,automatic,coupe,md,13.0,3,8,13,0,15,8,140000-150000
4657,4657,265324,7500,2006.0,audi,a4 quattro 4x4 conv,excellent,6 cylinders,61100.0,automatic,convertible,md,14.0,3,6,19,0,1603,10,60000-70000
4658,4658,265329,2750,2001.0,toyota,avalon,fair,6 cylinders,152000.0,automatic,sedan,md,19.0,1,6,1,0,1101,0,150000-160000
4659,4659,265330,15950,2011.0,gmc,yukon denali,excellent,8 cylinders,107000.0,automatic,SUV,md,9.0,3,8,22,0,282,6,100000-110000
4660,4660,265332,20400,2013.0,mercedes-benz,benz ml350 4matic,like new,6 cylinders,78000.0,automatic,SUV,md,7.0,4,6,15,0,1604,6,70000-80000
4661,4661,265333,18995,2011.0,jeep,wrangler unlimi,excellent,6 cylinders,117411.0,automatic,SUV,md,9.0,3,6,10,0,370,6,110000-120000
4662,4662,265334,6495,2015.0,hyundai,elantra,excellent,4 cylinders,136265.0,automatic,sedan,md,5.0,3,4,4,0,329,0,130000-140000
4663,4663,265335,8995,2015.0,volkswagen,jetta,excellent,4 cylinders,75300.0,automatic,sedan,md,5.0,3,4,3,0,53,0,70000-80000
4664,4664,265336,14995,2015.0,honda,accord sedan,excellent,4 cylinders,70090.0,automatic,sedan,md,5.0,3,4,14,0,372,0,70000-80000
4665,4665,265337,14995,2013.0,toyota,rav4,excellent,4 cylinders,78677.0,automatic,SUV,md,7.0,3,4,1,0,113,6,70000-80000
4666,4666,265339,10000,2013.0,rover,sport hse 4wd,excellent,8 cylinders,148000.0,automatic,SUV,md,7.0,3,8,25,0,1605,6,140000-150000
4667,4667,265351,6500,2010.0,subaru,outback,good,4 cylinders,149990.0,automatic,wagon,md,10.0,2,4,0,0,153,2,140000-150000
4668,4668,265354,7000,2012.0,chevrolet,malibu lt sdn,excellent,4 cylinders,76200.0,automatic,sedan,md,8.0,3,4,9,0,1454,0,70000-80000
4669,4669,265368,23500,2013.0,audi,q7 3.0t quattro,excellent,6 cylinders,82023.0,automatic,SUV,md,7.0,3,6,19,0,1606,6,80000-90000
4670,4670,265372,15000,2008.0,jeep,wrangler,excellent,6 cylinders,40443.0,automatic,other,md,12.0,3,6,10,0,407,4,40000-50000
4671,4671,265376,6500,2009.0,bmw,535i x drive,good,6 cylinders,125789.0,automatic,coupe,md,11.0,2,6,21,0,1607,8,120000-130000
4672,4672,265378,7000,2012.0,chevrolet,malibu lt sdn,excellent,4 cylinders,76200.0,automatic,sedan,md,8.0,3,4,9,0,1454,0,70000-80000
4673,4673,265385,5495,2003.0,honda,accord lx,excellent,4 cylinders,115000.0,automatic,sedan,md,17.0,3,4,14,0,176,0,110000-120000
4674,4674,265389,9750,2013.0,subaru,legacy,excellent,4 cylinders,81900.0,automatic,sedan,md,7.0,3,4,0,0,0,0,80000-90000
4675,4675,265402,15500,2015.0,hyundai,genesis coupe 3.8,excellent,6 cylinders,70000.0,manual,coupe,md,5.0,3,6,4,2,1608,8,70000-80000
4676,4676,265404,10200,2015.0,volkswagen,cc,good,4 cylinders,88000.0,automatic,sedan,md,5.0,2,4,3,0,711,0,80000-90000
4677,4677,265409,8995,2012.0,chevrolet,caprice ppv 6.0,good,8 cylinders,85000.0,automatic,sedan,md,8.0,2,8,9,0,1609,0,80000-90000
4678,4678,265415,4800,2005.0,toyota,highlander xle,good,6 cylinders,127800.0,automatic,SUV,md,15.0,2,6,1,0,1610,6,120000-130000
4679,4679,265421,5495,2004.0,honda,cr-v,good,4 cylinders,157000.0,automatic,SUV,md,16.0,2,4,14,0,71,6,150000-160000
4680,4680,265424,6500,2010.0,subaru,outback,good,4 cylinders,149990.0,automatic,wagon,md,10.0,2,4,0,0,153,2,140000-150000
4681,4681,265431,7499,2013.0,nissan,altima,excellent,4 cylinders,93176.0,automatic,sedan,md,7.0,3,4,5,0,219,0,90000-100000
4682,4682,265432,10995,2013.0,honda,cr-v,excellent,4 cylinders,125619.0,automatic,SUV,md,7.0,3,4,14,0,71,6,120000-130000
4683,4683,265433,11995,2015.0,kia,optima,excellent,4 cylinders,68470.0,automatic,sedan,md,5.0,3,4,27,0,385,0,60000-70000
4684,4684,265434,12995,2016.0,kia,optima,excellent,4 cylinders,38163.0,automatic,sedan,md,4.0,3,4,27,0,385,0,30000-40000
4685,4685,265435,6995,2008.0,ford,edge,excellent,6 cylinders,125120.0,automatic,SUV,md,12.0,3,6,13,0,387,6,120000-130000
4686,4686,265436,6995,2009.0,jeep,patriot,excellent,4 cylinders,96051.0,automatic,SUV,md,11.0,3,4,10,0,386,6,90000-100000
4687,4687,265437,18995,2011.0,jeep,wrangler unlimi,excellent,6 cylinders,102083.0,automatic,SUV,md,9.0,3,6,10,0,370,6,100000-110000
4688,4688,265438,11995,2014.0,ford,escape,excellent,4 cylinders,75605.0,automatic,SUV,md,6.0,3,4,13,0,374,6,70000-80000
4689,4689,265439,6995,2012.0,dodge,grand caravan,excellent,6 cylinders,115400.0,automatic,mini-van,md,8.0,3,6,11,0,416,9,110000-120000
4690,4690,265440,12995,2016.0,ford,edge,excellent,4 cylinders,109600.0,automatic,SUV,md,4.0,3,4,13,0,387,6,100000-110000
4691,4691,265441,15995,2008.0,jeep,wrangler unlimi,excellent,6 cylinders,102539.0,automatic,SUV,md,12.0,3,6,10,0,370,6,100000-110000
4692,4692,265442,12995,2013.0,honda,pilot,excellent,6 cylinders,122627.0,automatic,SUV,md,7.0,3,6,14,0,419,6,120000-130000
4693,4693,265443,8995,2013.0,buick,lacrosse,excellent,4 cylinders,101349.0,automatic,sedan,md,7.0,3,4,18,0,188,0,100000-110000
4694,4694,265445,16900,2012.0,ford,f150,excellent,8 cylinders,118000.0,automatic,pickup,md,8.0,3,8,13,0,400,3,110000-120000
4695,4695,265446,7500,2007.0,volvo,s40,fair,4 cylinders,100796.0,manual,sedan,md,13.0,1,4,2,2,307,0,100000-110000
4696,4696,265452,44800,2017.0,gmc,denali 2500 hd,excellent,8 cylinders,76600.0,automatic,pickup,md,3.0,3,8,22,0,1611,3,70000-80000
4697,4697,265455,10995,2014.0,chevrolet,silverado 1550 long bed,like new,6 cylinders,42983.0,automatic,pickup,md,6.0,4,6,9,0,1612,3,40000-50000
4698,4698,265456,9995,2007.0,jeep,wrangler,excellent,6 cylinders,119655.0,automatic,SUV,md,13.0,3,6,10,0,407,6,110000-120000
4699,4699,265457,6995,2008.0,honda,odyssey,excellent,6 cylinders,119160.0,automatic,mini-van,md,12.0,3,6,14,0,215,9,110000-120000
4700,4700,265458,7495,2012.0,ford,focus,excellent,4 cylinders,78600.0,automatic,hatchback,md,8.0,3,4,13,0,255,1,70000-80000
