,level_0,index,price,year,manufacturer,model,condition,cylinders,odometer,transmission,type,state,age,Condition,Cylinders,Manufacturer,Transmission,Model,Type,bin
4701,4701,265459,4995,2005.0,toyota,rav4,excellent,4 cylinders,143350.0,automatic,SUV,md,15.0,3,4,1,0,113,6,140000-150000
4702,4702,265460,6995,2015.0,hyundai,elantra,excellent,4 cylinders,89173.0,automatic,sedan,md,5.0,3,4,4,0,329,0,80000-90000
4703,4703,265461,3500,2003.0,toyota,highlander limited awd,good,6 cylinders,159100.0,automatic,SUV,md,17.0,2,6,1,0,554,6,150000-160000
4704,4704,265463,11950,2018.0,kia,sportage,excellent,4 cylinders,47958.0,automatic,SUV,md,2.0,3,4,27,0,243,6,40000-50000
4705,4705,265466,15900,2014.0,jeep,grand cherokee,excellent,6 cylinders,76500.0,automatic,SUV,md,6.0,3,6,10,0,199,6,70000-80000
4706,4706,265472,9100,2011.0,volvo,c70 convertible t5,excellent,4 cylinders,115000.0,automatic,convertible,md,9.0,3,4,2,0,1613,10,110000-120000
4707,4707,265477,6000,2003.0,cadillac,escalade awd,good,8 cylinders,136850.0,automatic,SUV,md,17.0,2,8,20,0,1614,6,130000-140000
4708,4708,265480,3800,2004.0,honda,accord ex-l,excellent,6 cylinders,182716.0,automatic,sedan,md,16.0,3,6,14,0,80,0,180000-190000
4709,4709,265484,3500,2005.0,ram,2500,good,8 cylinders,130000.0,automatic,truck,md,15.0,2,8,6,0,235,5,130000-140000
4710,4710,265485,3700,2008.0,chevrolet,trailblazer,excellent,6 cylinders,142342.0,other,SUV,md,12.0,3,6,9,1,180,6,140000-150000
4711,4711,265486,3800,2010.0,chrysler,town and country,excellent,6 cylinders,148353.0,automatic,mini-van,md,10.0,3,6,8,0,317,9,140000-150000
4712,4712,265489,19850,2010.0,lexus,gx 460,excellent,8 cylinders,97100.0,automatic,SUV,md,10.0,3,8,16,0,1615,6,90000-100000
4713,4713,265491,2500,2004.0,saturn,ion,good,4 cylinders,149900.0,automatic,sedan,md,16.0,2,4,31,0,308,0,140000-150000
4714,4714,265499,3200,2009.0,nissan,sentra sr,good,4 cylinders,139750.0,automatic,sedan,md,11.0,2,4,5,0,522,0,130000-140000
4715,4715,265502,8995,2012.0,chevrolet,caprice,good,8 cylinders,85000.0,automatic,sedan,md,8.0,2,8,9,0,1616,0,80000-90000
4716,4716,265504,4000,2004.0,chevrolet,silverado,excellent,6 cylinders,147001.0,automatic,truck,md,16.0,3,6,9,0,171,5,140000-150000
4717,4717,265506,10995,2016.0,jeep,cherokee,excellent,4 cylinders,94226.0,automatic,SUV,md,4.0,3,4,10,0,426,6,90000-100000
4718,4718,265507,10995,2017.0,kia,sorento,excellent,4 cylinders,133927.0,automatic,SUV,md,3.0,3,4,27,0,150,6,130000-140000
4719,4719,265508,14995,2015.0,toyota,rav4,excellent,4 cylinders,102118.0,automatic,SUV,md,5.0,3,4,1,0,113,6,100000-110000
4720,4720,265509,12495,2016.0,kia,optima,excellent,4 cylinders,47748.0,automatic,sedan,md,4.0,3,4,27,0,385,0,40000-50000
4721,4721,265510,12495,2015.0,hyundai,tucson,excellent,4 cylinders,68670.0,automatic,SUV,md,5.0,3,4,4,0,70,6,60000-70000
4722,4722,265511,8495,2005.0,toyota,4runner,excellent,6 cylinders,155858.0,automatic,SUV,md,15.0,3,6,1,0,31,6,150000-160000
4723,4723,265512,22995,2015.0,ford,f150,excellent,6 cylinders,100580.0,automatic,pickup,md,5.0,3,6,13,0,400,3,100000-110000
4724,4724,265513,12995,2013.0,honda,pilot,excellent,6 cylinders,122627.0,automatic,SUV,md,7.0,3,6,14,0,419,6,120000-130000
4725,4725,265514,21995,2011.0,jeep,wrangler unlimi,excellent,6 cylinders,68110.0,automatic,SUV,md,9.0,3,6,10,0,370,6,60000-70000
4726,4726,265515,16995,2016.0,toyota,camry,excellent,4 cylinders,25917.0,automatic,sedan,md,4.0,3,4,1,0,73,0,20000-30000
4727,4727,265516,12995,2009.0,toyota,tacoma,excellent,6 cylinders,115832.0,automatic,pickup,md,11.0,3,6,1,0,159,3,110000-120000
4728,4728,265517,12995,2017.0,chevrolet,cruze,excellent,4 cylinders,24335.0,automatic,hatchback,md,3.0,3,4,9,0,439,1,20000-30000
4729,4729,265518,15995,2016.0,nissan,rogue,excellent,4 cylinders,24432.0,automatic,SUV,md,4.0,3,4,5,0,291,6,20000-30000
4730,4730,265522,2200,2005.0,lincoln,ls,good,6 cylinders,174000.0,automatic,sedan,md,15.0,2,6,28,0,619,0,170000-180000
4731,4731,265528,4950,2007.0,cadillac,dts,like new,8 cylinders,72800.0,automatic,sedan,md,13.0,4,8,20,0,779,0,70000-80000
4732,4732,265531,6599,2006.0,bmw,330i,excellent,6 cylinders,105200.0,automatic,sedan,md,14.0,3,6,21,0,623,0,100000-110000
4733,4733,265540,20995,2018.0,dodge,journey crossroad awd,excellent,6 cylinders,22944.0,automatic,SUV,md,2.0,3,6,11,0,1435,6,20000-30000
4734,4734,265541,12995,2014.0,ford,fusion titanium awd,excellent,4 cylinders,84404.0,automatic,sedan,md,6.0,3,4,13,0,1436,0,80000-90000
4735,4735,265543,20000,2014.0,chevrolet,silverado 3500 duramax,good,8 cylinders,198805.0,automatic,truck,md,6.0,2,8,9,0,1617,5,190000-200000
4736,4736,265544,13000,2004.0,ford,mustang mach 1,excellent,8 cylinders,44000.0,manual,coupe,md,16.0,3,8,13,2,1618,8,40000-50000
4737,4737,265545,16995,2018.0,ford,f-150 xlt,excellent,8 cylinders,13763.0,automatic,pickup,md,2.0,3,8,13,0,562,3,10000-20000
4738,4738,265548,10800,2008.0,ford,f-150,excellent,8 cylinders,114633.0,automatic,truck,md,12.0,3,8,13,0,141,5,110000-120000
4739,4739,265549,10500,2003.0,jeep,wrangler,excellent,6 cylinders,140000.0,automatic,SUV,md,17.0,3,6,10,0,407,6,140000-150000
4740,4740,265550,10500,2012.0,ford,f250 super duty,good,8 cylinders,167237.0,automatic,truck,md,8.0,2,8,13,0,97,5,160000-170000
4741,4741,265551,15995,2013.0,ford,f 150 xlt 4x4,excellent,8 cylinders,63026.0,automatic,pickup,md,7.0,3,8,13,0,1619,3,60000-70000
4742,4742,265559,14150,2013.0,jeep,grand cherokee laredo,excellent,6 cylinders,65000.0,automatic,SUV,md,7.0,3,6,10,0,11,6,60000-70000
4743,4743,265560,8995,2015.0,toyota,corolla le,excellent,4 cylinders,51460.0,automatic,sedan,md,5.0,3,4,1,0,223,0,50000-60000
4744,4744,265561,7549,2014.0,jeep,patriot sport suv 4d,excellent,4 cylinders,97000.0,automatic,SUV,md,6.0,3,4,10,0,1620,6,90000-100000
4745,4745,265565,3500,2003.0,honda,odyssey ex,excellent,6 cylinders,130000.0,automatic,mini-van,md,17.0,3,6,14,0,140,9,130000-140000
4746,4746,265574,5900,2009.0,toyota,sienna xle fwd,excellent,6 cylinders,145885.0,automatic,mini-van,md,11.0,3,6,1,0,229,9,140000-150000
4747,4747,265584,24995,2015.0,ford,f150,excellent,6 cylinders,100580.0,automatic,pickup,md,5.0,3,6,13,0,400,3,100000-110000
4748,4748,265585,6500,2010.0,subaru,outback,good,4 cylinders,149990.0,automatic,wagon,md,10.0,2,4,0,0,153,2,140000-150000
4749,4749,265588,15900,2006.0,toyota,tacoma 4wd,excellent,6 cylinders,155155.0,manual,pickup,md,14.0,3,6,1,2,1602,3,150000-160000
4750,4750,265589,12500,2009.0,infiniti,qx56 awd,excellent,8 cylinders,153984.0,automatic,SUV,md,11.0,3,8,7,0,1601,6,150000-160000
4751,4751,265590,13995,2012.0,chevrolet,camaro,excellent,6 cylinders,72471.0,automatic,coupe,md,8.0,3,6,9,0,417,8,70000-80000
4752,4752,265591,4999,2004.0,bmw,325,excellent,6 cylinders,106999.0,automatic,coupe,md,16.0,3,6,21,0,418,8,100000-110000
4753,4753,265593,8500,2005.0,nissan,titan xe 4wd,excellent,8 cylinders,142928.0,automatic,pickup,md,15.0,3,8,5,0,222,3,140000-150000
4754,4754,265595,11900,2007.0,toyota,tacoma 4wd trd sport,excellent,6 cylinders,142103.0,manual,pickup,md,13.0,3,6,1,2,1600,3,140000-150000
4755,4755,265597,11900,2007.0,toyota,tacoma 4wd trd sport,excellent,6 cylinders,142103.0,manual,pickup,md,13.0,3,6,1,2,1600,3,140000-150000
4756,4756,265598,5295,2003.0,bmw,530,excellent,6 cylinders,119177.0,automatic,sedan,md,17.0,3,6,21,0,369,0,110000-120000
4757,4757,265599,8500,2011.0,honda,civic lx sedan 4d,excellent,4 cylinders,127051.0,automatic,sedan,md,9.0,3,4,14,0,1572,0,120000-130000
4758,4758,265600,6495,2006.0,bmw,530,excellent,6 cylinders,102470.0,automatic,sedan,md,14.0,3,6,21,0,369,0,100000-110000
4759,4759,265601,6990,2009.0,bmw,328,excellent,6 cylinders,102431.0,automatic,sedan,md,11.0,3,6,21,0,371,0,100000-110000
4760,4760,265602,10995,2007.0,acura,mdx,excellent,6 cylinders,82110.0,automatic,SUV,md,13.0,3,6,17,0,450,6,80000-90000
4761,4761,265603,21995,2012.0,jeep,wrangler unlimi,excellent,6 cylinders,87450.0,automatic,SUV,md,8.0,3,6,10,0,370,6,80000-90000
4762,4762,265604,9499,2014.0,ford,fusion,excellent,4 cylinders,78800.0,automatic,sedan,md,6.0,3,4,13,0,87,0,70000-80000
4763,4763,265617,12650,2007.0,jeep,grand cherokee limited 4x4,like new,8 cylinders,40650.0,automatic,SUV,md,13.0,4,8,10,0,673,6,40000-50000
4764,4764,265656,14500,2013.0,jeep,wrangler,good,6 cylinders,112028.0,automatic,SUV,md,7.0,2,6,10,0,407,6,110000-120000
4765,4765,265681,9500,2010.0,dodge,grand caravan,like new,6 cylinders,56500.0,automatic,van,md,10.0,4,6,11,0,416,7,50000-60000
4766,4766,265746,5316,2007.0,toyota,camry,excellent,6 cylinders,167173.0,automatic,sedan,md,13.0,3,6,1,0,73,0,160000-170000
4767,4767,265780,4200,2004.0,dodge,durango limited,good,8 cylinders,168000.0,automatic,SUV,md,16.0,2,8,11,0,1621,6,160000-170000
4768,4768,265794,4500,2008.0,volvo,xc90,excellent,6 cylinders,169444.0,automatic,SUV,md,12.0,3,6,2,0,745,6,160000-170000
4769,4769,265841,18500,2004.0,cadillac,xlr,excellent,8 cylinders,49500.0,automatic,convertible,md,16.0,3,8,20,0,1622,10,40000-50000
4770,4770,265847,17995,2016.0,chevrolet,express 3500 box truck,excellent,8 cylinders,120100.0,automatic,truck,md,4.0,3,8,9,0,1623,5,120000-130000
4771,4771,265866,4500,2008.0,mazda,cx-9,excellent,6 cylinders,192000.0,automatic,SUV,md,12.0,3,6,12,0,959,6,190000-200000
4772,4772,265877,6000,2005.0,cadillac,sts,excellent,8 cylinders,150000.0,automatic,sedan,md,15.0,3,8,20,0,866,0,150000-160000
4773,4773,265891,4499,2006.0,volkswagen,beetle,good,4 cylinders,131000.0,automatic,hatchback,md,14.0,2,4,3,0,319,1,130000-140000
4774,4774,265895,7500,2004.0,infiniti,g35,good,6 cylinders,145000.0,automatic,coupe,md,16.0,2,6,7,0,469,8,140000-150000
4775,4775,265931,8500,2005.0,toyota,tundra sr5,good,8 cylinders,159000.0,automatic,truck,md,15.0,2,8,1,0,270,5,150000-160000
4776,4776,265937,2500,2007.0,chevrolet,impala,good,6 cylinders,145500.0,automatic,sedan,md,13.0,2,6,9,0,331,0,140000-150000
4777,4777,265950,3500,2008.0,ford,escape,excellent,4 cylinders,144000.0,automatic,SUV,md,12.0,3,4,13,0,374,6,140000-150000
4778,4778,265956,6500,2008.0,ford,explorer eddie bauer,good,6 cylinders,161192.0,automatic,SUV,md,12.0,2,6,13,0,1624,6,160000-170000
4779,4779,265957,5500,2012.0,hyundai,sonata,good,4 cylinders,137144.0,automatic,sedan,md,8.0,2,4,4,0,27,0,130000-140000
4780,4780,265958,8500,2013.0,dodge,journey sxt,excellent,6 cylinders,65262.0,automatic,SUV,md,7.0,3,6,11,0,1169,6,60000-70000
4781,4781,265959,6500,2013.0,hyundai,sonata,good,4 cylinders,93249.0,automatic,sedan,md,7.0,2,4,4,0,27,0,90000-100000
4782,4782,265966,3500,2003.0,bmw,525i,good,6 cylinders,136780.0,automatic,sedan,md,17.0,2,6,21,0,1495,0,130000-140000
4783,4783,265972,6499,2006.0,rover,range hse,good,8 cylinders,160000.0,automatic,SUV,md,14.0,2,8,25,0,1625,6,160000-170000
4784,4784,265984,5000,2010.0,dodge,journey awd 4dr sxt,excellent,6 cylinders,104103.0,automatic,SUV,md,10.0,3,6,11,0,1626,6,100000-110000
4785,4785,265986,9500,2008.0,subaru,impreza,good,4 cylinders,146000.0,manual,sedan,md,12.0,2,4,0,2,409,0,140000-150000
4786,4786,265989,3750,2007.0,kia,sportage,excellent,6 cylinders,182000.0,automatic,SUV,md,13.0,3,6,27,0,243,6,180000-190000
4787,4787,265990,4500,2010.0,ford,explorer,excellent,6 cylinders,176200.0,automatic,SUV,md,10.0,3,6,13,0,63,6,170000-180000
4788,4788,265991,4550,2008.0,honda,civic,excellent,4 cylinders,144800.0,automatic,sedan,md,12.0,3,4,14,0,24,0,140000-150000
4789,4789,266002,4500,2009.0,honda,accord,good,4 cylinders,156000.0,automatic,coupe,md,11.0,2,4,14,0,346,8,150000-160000
4790,4790,266027,19000,2013.0,mercedes-benz,benz cls550 4matic,excellent,8 cylinders,109500.0,automatic,sedan,md,7.0,3,8,15,0,1627,0,100000-110000
4791,4791,266044,3550,2006.0,toyota,corolla,excellent,4 cylinders,159000.0,automatic,sedan,md,14.0,3,4,1,0,34,0,150000-160000
4792,4792,266056,3699,2009.0,ford,mustang,good,6 cylinders,175000.0,automatic,coupe,md,11.0,2,6,13,0,15,8,170000-180000
4793,4793,266061,7500,2011.0,nissan,altima 2.5 s,excellent,4 cylinders,61000.0,manual,coupe,md,9.0,3,4,5,2,777,8,60000-70000
4794,4794,266063,6500,2008.0,ford,explorer eddie bauer,good,6 cylinders,161192.0,automatic,SUV,md,12.0,2,6,13,0,1624,6,160000-170000
4795,4795,266070,32500,2017.0,ram,2500,excellent,8 cylinders,47300.0,automatic,pickup,md,3.0,3,8,6,0,235,3,40000-50000
4796,4796,266083,8500,2013.0,dodge,journey sxt,excellent,6 cylinders,65262.0,automatic,SUV,md,7.0,3,6,11,0,1169,6,60000-70000
4797,4797,266089,5500,2012.0,hyundai,sonata,good,4 cylinders,137144.0,automatic,sedan,md,8.0,2,4,4,0,27,0,130000-140000
4798,4798,266100,6500,2013.0,hyundai,sonata,good,4 cylinders,93249.0,automatic,sedan,md,7.0,2,4,4,0,27,0,90000-100000
4799,4799,266105,6200,2013.0,ford,fusion se,good,4 cylinders,96000.0,automatic,sedan,md,7.0,2,4,13,0,190,0,90000-100000
4800,4800,266160,6500,2013.0,hyundai,sonata,good,4 cylinders,93249.0,automatic,sedan,md,7.0,2,4,4,0,27,0,90000-100000
4801,4801,266162,23200,2012.0,gmc,sierra 1500 crew cab slt,good,8 cylinders,73013.0,other,pickup,md,8.0,2,8,22,1,956,3,70000-80000
4802,4802,266167,24000,2008.0,ram,3500,excellent,6 cylinders,133151.0,automatic,pickup,md,12.0,3,6,6,0,21,3,130000-140000
4803,4803,266171,25500,2014.0,ford,mustang gt convertible 2d,good,8 cylinders,16349.0,automatic,other,md,6.0,2,8,13,0,1585,4,10000-20000
4804,4804,266172,41500,2016.0,ford,f150 supercrew cab platinum,good,6 cylinders,37414.0,automatic,pickup,md,4.0,2,6,13,0,909,3,30000-40000
4805,4805,266179,18500,2013.0,hyundai,genesis coupe 3.8 track,good,6 cylinders,62127.0,other,coupe,md,7.0,2,6,4,1,1030,8,60000-70000
4806,4806,266180,22300,2013.0,ram,1500 regular cab express,good,8 cylinders,48276.0,other,pickup,md,7.0,2,8,6,1,950,3,40000-50000
4807,4807,266181,23600,2016.0,infiniti,q50 3.0t premium sedan,good,6 cylinders,34854.0,automatic,sedan,md,4.0,2,6,7,0,1582,0,30000-40000
4808,4808,266186,29500,2016.0,cadillac,xts 4 vsport,excellent,6 cylinders,19000.0,automatic,sedan,md,4.0,3,6,20,0,1628,0,10000-20000
4809,4809,266187,10900,2008.0,dodge,ram3500,fair,6 cylinders,197000.0,automatic,pickup,md,12.0,1,6,11,0,1629,3,190000-200000
4810,4810,266193,20800,2016.0,gmc,acadia sle-1 sport utility,good,6 cylinders,29862.0,other,other,md,4.0,2,6,22,1,1592,4,20000-30000
4811,4811,266195,25300,2014.0,toyota,tundra double cab sr5,good,8 cylinders,87650.0,other,pickup,md,6.0,2,8,1,1,941,3,80000-90000
4812,4812,266198,28100,2016.0,ford,mustang gt coupe 2d,good,8 cylinders,18608.0,automatic,coupe,md,4.0,2,8,13,0,881,8,10000-20000
4813,4813,266199,13000,2011.0,bmw,x3 xdrive 28i,excellent,6 cylinders,66800.0,automatic,SUV,md,9.0,3,6,21,0,1630,6,60000-70000
4814,4814,266215,32900,2017.0,toyota,tundra double cab sr5,good,8 cylinders,11475.0,automatic,pickup,md,3.0,2,8,1,0,941,3,10000-20000
4815,4815,266223,19000,2011.0,jeep,wrangler unlimited rubicon,excellent,6 cylinders,89383.0,automatic,SUV,md,9.0,3,6,10,0,322,6,80000-90000
4816,4816,266224,25500,2014.0,ford,mustang gt convertible 2d,good,8 cylinders,16349.0,automatic,other,md,6.0,2,8,13,0,1585,4,10000-20000
4817,4817,266225,30100,2013.0,chevrolet,avalanche black,good,8 cylinders,45715.0,other,pickup,md,7.0,2,8,9,1,1047,3,40000-50000
4818,4818,266226,28200,2016.0,mercedes-benz,e-class e 350,good,6 cylinders,34229.0,automatic,sedan,md,4.0,2,6,15,0,1295,0,30000-40000
4819,4819,266227,16600,2013.0,ford,explorer xlt sport utility,good,6 cylinders,102580.0,automatic,other,md,7.0,2,6,13,0,1313,4,100000-110000
4820,4820,266229,26700,2018.0,dodge,challenger r/t plus shaker,good,8 cylinders,16974.0,other,coupe,md,2.0,2,8,11,1,793,8,10000-20000
4821,4821,266231,23300,2015.0,chevrolet,silverado 1500 double,good,8 cylinders,47851.0,other,pickup,md,5.0,2,8,9,1,17,3,40000-50000
4822,4822,266233,29900,2015.0,ram,2500 crew cab slt pickup 4d,good,8 cylinders,50656.0,other,pickup,md,5.0,2,8,6,1,939,3,50000-60000
4823,4823,266239,31900,2016.0,ram,1500 crew cab sport pickup,good,8 cylinders,37427.0,other,pickup,md,4.0,2,8,6,1,62,3,30000-40000
4824,4824,266240,14200,2010.0,honda,pilot lx sport utility 4d,good,6 cylinders,97030.0,other,other,md,10.0,2,6,14,1,1631,4,90000-100000
4825,4825,266243,23700,2014.0,ford,f150 super cab stx pickup,good,8 cylinders,50585.0,other,pickup,md,6.0,2,8,13,1,842,3,50000-60000
4826,4826,266244,19200,2012.0,dodge,charger r/t sedan 4d,good,8 cylinders,53765.0,other,sedan,md,8.0,2,8,11,1,1330,0,50000-60000
4827,4827,266256,33600,2016.0,ford,f150 supercrew cab king,good,6 cylinders,27312.0,other,pickup,md,4.0,2,6,13,1,910,3,20000-30000
4828,4828,266258,18300,2016.0,chrysler,200 200s sedan 4d,good,6 cylinders,20882.0,other,sedan,md,4.0,2,6,8,1,1632,0,20000-30000
4829,4829,266260,22500,2016.0,infiniti,q50 sport sedan 4d,good,6 cylinders,31119.0,automatic,sedan,md,4.0,2,6,7,0,1158,0,30000-40000
4830,4830,266261,16400,2014.0,nissan,frontier crew cab sv,good,6 cylinders,103394.0,other,pickup,md,6.0,2,6,5,1,1124,3,100000-110000
4831,4831,266269,4000,2003.0,volkswagen,passat w8,excellent,8 cylinders,138000.0,automatic,sedan,md,17.0,3,8,3,0,1633,0,130000-140000
4832,4832,266273,24200,2012.0,chevrolet,silverado 1500 crew,good,8 cylinders,80604.0,other,pickup,md,8.0,2,8,9,1,84,3,80000-90000
4833,4833,266275,18900,2015.0,chevrolet,traverse lt sport,good,6 cylinders,76424.0,other,other,md,5.0,2,6,9,1,838,4,70000-80000
4834,4834,266276,23700,2018.0,infiniti,q50 3.0t luxe sedan 4d,good,6 cylinders,30397.0,automatic,sedan,md,2.0,2,6,7,0,1634,0,30000-40000
4835,4835,266278,21000,2014.0,ford,mustang gt,like new,8 cylinders,45000.0,automatic,coupe,md,6.0,4,8,13,0,74,8,40000-50000
4836,4836,266284,33500,2018.0,ford,f150 super cab lariat,good,6 cylinders,20766.0,automatic,pickup,md,2.0,2,6,13,0,1142,3,20000-30000
4837,4837,266286,4999,2010.0,mazda,3,excellent,4 cylinders,158000.0,automatic,sedan,md,10.0,3,4,12,0,715,0,150000-160000
4838,4838,266291,35400,2016.0,ford,f150 supercrew cab xl,good,8 cylinders,32939.0,automatic,pickup,md,4.0,2,8,13,0,151,3,30000-40000
4839,4839,266294,25100,2014.0,chevrolet,silverado 1500 double,good,8 cylinders,58403.0,other,pickup,md,6.0,2,8,9,1,17,3,50000-60000
4840,4840,266297,25500,2014.0,dodge,challenger r/t coupe 2d,good,8 cylinders,10739.0,other,coupe,md,6.0,2,8,11,1,840,8,10000-20000
4841,4841,266306,27300,2014.0,chevrolet,silverado 1500 double,good,8 cylinders,49447.0,other,pickup,md,6.0,2,8,9,1,17,3,40000-50000
4842,4842,266307,7800,2014.0,nissan,altima,like new,4 cylinders,89500.0,automatic,sedan,md,6.0,4,4,5,0,219,0,80000-90000
4843,4843,266308,19900,2010.0,chevrolet,camaro lt coupe 2d,good,6 cylinders,26396.0,other,coupe,md,10.0,2,6,9,1,902,8,20000-30000
4844,4844,266321,2100,2004.0,mazda,mazda6,good,6 cylinders,100650.0,manual,sedan,md,16.0,2,6,12,2,1635,0,100000-110000
4845,4845,266322,3500,2006.0,subaru,b9 tribeca,excellent,6 cylinders,160000.0,automatic,SUV,md,14.0,3,6,0,0,1636,6,160000-170000
4846,4846,266325,17100,2016.0,gmc,terrain sle-2 sport utility,good,6 cylinders,41985.0,other,other,md,4.0,2,6,22,1,1637,4,40000-50000
4847,4847,266327,25900,2014.0,chevrolet,silverado 2500 hd,good,8 cylinders,50896.0,automatic,pickup,md,6.0,2,8,9,0,949,3,50000-60000
4848,4848,266328,22100,2013.0,nissan,370z coupe 2d,good,6 cylinders,25729.0,other,coupe,md,7.0,2,6,5,1,1058,8,20000-30000
4849,4849,266340,30700,2016.0,toyota,tacoma double cab limited,good,6 cylinders,34719.0,other,pickup,md,4.0,2,6,1,1,57,3,30000-40000
4850,4850,266348,12995,2014.0,ford,fusion titanium awd,excellent,4 cylinders,84404.0,automatic,sedan,md,6.0,3,4,13,0,1436,0,80000-90000
4851,4851,266349,20995,2018.0,dodge,journey crossroad awd,excellent,6 cylinders,22944.0,automatic,SUV,md,2.0,3,6,11,0,1435,6,20000-30000
4852,4852,266350,4900,2008.0,buick,enclave,like new,6 cylinders,118000.0,automatic,SUV,md,12.0,4,6,18,0,690,6,110000-120000
4853,4853,266354,24200,2014.0,nissan,370z touring coupe 2d,good,6 cylinders,17050.0,other,coupe,md,6.0,2,6,5,1,873,8,10000-20000
4854,4854,266355,25100,2016.0,chevrolet,colorado crew cab z71,good,6 cylinders,57335.0,other,pickup,md,4.0,2,6,9,1,95,3,50000-60000
4855,4855,266362,31600,2013.0,toyota,tundra crewmax pickup 4d,good,8 cylinders,23904.0,automatic,pickup,md,7.0,2,8,1,0,1638,3,20000-30000
4856,4856,266368,23000,2011.0,jeep,wrangler unlimited rubicon,excellent,6 cylinders,89383.0,automatic,SUV,md,9.0,3,6,10,0,322,6,80000-90000
4857,4857,266370,19500,2015.0,cadillac,srx luxury collection,good,6 cylinders,67305.0,other,other,md,5.0,2,6,20,1,877,4,60000-70000
4858,4858,266372,18700,2014.0,ford,mustang v6 convertible 2d,good,6 cylinders,30668.0,automatic,other,md,6.0,2,6,13,0,1208,4,30000-40000
4859,4859,266373,31000,2017.0,ford,f150 supercrew cab xlt,good,8 cylinders,29631.0,automatic,pickup,md,3.0,2,8,13,0,19,3,20000-30000
4860,4860,266377,28000,2015.0,lexus,rc 350 coupe 2d,good,6 cylinders,48948.0,other,coupe,md,5.0,2,6,16,1,1639,8,40000-50000
4861,4861,266378,26000,2014.0,lexus,is 350 sedan 4d,good,6 cylinders,39135.0,other,sedan,md,6.0,2,6,16,1,1640,0,30000-40000
4862,4862,266379,24900,2013.0,chevrolet,silverado 1500 crew,good,8 cylinders,49095.0,other,pickup,md,7.0,2,8,9,1,84,3,40000-50000
4863,4863,266380,2500,2007.0,ford,taurus,fair,6 cylinders,114000.0,automatic,sedan,md,13.0,1,6,13,0,405,0,110000-120000
4864,4864,266390,25700,2016.0,ford,f150 supercrew cab xl,good,6 cylinders,49283.0,other,pickup,md,4.0,2,6,13,1,151,3,40000-50000
